Company,Product,Type_Name,Inches,Ram,OS,Weight,Price_EUR,Screen,ScreenW,ScreenH,Touch_Screen,IPS_Panel,Retina_Display,CPU_company,CPU_Frequency_GHz,CPU_model,Primary_Storage_GB,Secondary_Storage,Primary_Storage_Type,Secondary_Storage_Type,GPU_company,GPU_model
Google,Pixelbook (Core,Ultrabook,12.30,16,Chrome OS,1.10,2199.00,Standard,2400,1600,Yes,No,No,Intel,1.30,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615
Lenovo,ThinkPad T470s,Ultrabook,14.00,24,Windows 10,1.32,2382.00,Standard,2560,1440,No,No,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Asus,VivoBook Max,Notebook,15.60,4,Linux,2.00,559.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 320-15AST,Notebook,17.30,8,Windows 10,2.80,519.00,Standard,1600,900,No,No,No,AMD,2.50,A6-Series 9220,1024,0,HDD,No,AMD,Radeon R4
Dell,Inspiron 5570,Notebook,15.60,4,Windows 10,2.20,749.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530
Lenovo,ThinkPad X270,Ultrabook,12.50,8,Windows 10,1.36,1429.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 320-15IAP,Notebook,15.60,4,Windows 10,2.20,349.00,Full HD,1920,1080,No,No,No,Intel,1.10,Pentium Quad Core N4200,128,0,SSD,No,Intel,HD Graphics 505
HP,Omen 15-AX205na,Gaming,15.60,8,Windows 10,2.20,1099.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Dell,Latitude 5480,Notebook,14.00,8,Windows 10,1.64,1179.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX
Acer,Aspire ES1-572,Notebook,15.60,4,Linux,2.40,441.80,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Dell,Precision 3520,Workstation,15.60,8,Windows 10,2.23,1993.00,Full HD,1920,1080,No,No,No,Intel,3.00,Xeon E3-1505M V6,64,1024,Flash Storage,HDD,Nvidia,Quadro M620
MSI,GV62 7RD-1686NL,Gaming,15.60,8,Windows 10,2.20,1027.74,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050
Microsoft,Surface Laptop,Ultrabook,13.50,16,Windows 10 S,1.25,2589.00,Standard,2256,1504,Yes,No,No,Intel,2.50,Core i7 7660U,512,0,SSD,No,Intel,Iris Plus Graphics 640
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.60,8,Windows 10,1.91,589.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Dell,Precision 3520,Workstation,15.60,16,Windows 10,2.17,1975.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 6820HQ,256,0,SSD,No,Nvidia,Quadro M620
HP,ProBook 650,Workstation,15.60,8,Windows 10,2.31,1534.00,Full HD,1920,1080,No,Yes,No,Intel,2.90,Core i7 7820HQ,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad T470,Notebook,14.00,8,Windows 10,1.65,1345.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 5570,Notebook,15.60,8,Windows 10,2.36,979.00,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530
Dell,Inspiron 3168,2 in 1 Convertible,11.60,4,Windows 10,1.47,479.00,Standard,1366,768,Yes,No,No,Intel,1.60,Pentium Quad Core N3710,500,0,HDD,No,Intel,HD Graphics 405
Dell,Alienware 17,Notebook,17.30,8,Windows 10,4.42,2046.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060
Microsoft,Surface Laptop,Ultrabook,13.50,4,Windows 10 S,1.25,989.00,Standard,2256,1504,Yes,No,No,Intel,2.20,Core M m3-7Y30,128,0,SSD,No,Intel,HD Graphics 615
Microsoft,Surface Laptop,Ultrabook,13.50,8,Windows 10 S,1.25,1799.00,Standard,2256,1504,Yes,No,No,Intel,2.50,Core i7 7660U,256,0,SSD,No,Intel,Iris Plus Graphics 640
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.30,8,Windows 10,2.50,639.90,Standard,1600,900,No,No,No,Intel,2.00,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520
Acer,Aspire E5-576G,Notebook,15.60,4,Windows 10,2.23,544.00,Full HD,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,Nvidia,GeForce 940MX
Acer,TravelMate B,Netbook,11.60,4,Windows 10,1.40,435.00,Standard,1366,768,No,No,No,Intel,1.60,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400
Asus,Pro P2540UA-AB51,Notebook,15.60,8,Windows 10,2.37,749.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 510s-14IKB,Notebook,14.00,8,No OS,1.50,799.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,AMD,Radeon R7 M460
Lenovo,Thinkpad P51,Notebook,15.60,8,Windows 10,2.67,2090.00,Full HD,1920,1080,No,No,No,Intel,2.90,Core i7 7820HQ,256,0,SSD,No,Nvidia,Quadro M2200M
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.60,4,Windows 10,2.00,304.00,Standard,1366,768,No,No,No,Intel,1.10,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 500
Acer,Aspire 5,Notebook,15.60,4,Windows 10,2.20,469.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,500,0,HDD,No,Nvidia,GeForce GTX 940MX
Dell,Inspiron 5570,Notebook,15.60,8,Windows 10,2.02,759.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,2048,0,HDD,No,AMD,Radeon 530
HP,Omen 17-an006nv,Gaming,17.30,12,Windows 10,3.78,1699.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060
Lenovo,Thinkpad T460s,Ultrabook,14.00,12,Windows 10,1.40,1858.00,Quad HD+,2560,1440,No,Yes,No,Intel,2.60,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
HP,Spectre x360,2 in 1 Convertible,13.30,8,Windows 10,1.29,1999.00,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.80,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620
HP,ZBook 15u,Notebook,15.60,8,Windows 10,1.90,1154.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,AMD,FirePro W4190M 
Google,Pixelbook (Core,Ultrabook,12.30,8,Chrome OS,1.10,1275.00,Standard,2400,1600,Yes,No,No,Intel,1.20,Core i5 7Y57,128,0,SSD,No,Intel,HD Graphics 615
Dell,Latitude 7390,Ultrabook,13.30,8,Windows 10,1.42,1841.85,Full HD,1920,1080,Yes,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Asus,ZenBook Pro,Notebook,15.60,12,Windows 10,2.06,1299.00,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.60,Core i7 6700HQ,128,1024,SSD,HDD,Intel,HD Graphics 530
Dell,Latitude E5470,Notebook,14.00,8,Windows 10,1.79,740.00,Standard,1366,768,No,No,No,Intel,2.30,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520
Dell,Precision M5520,Workstation,15.60,8,Windows 10,1.78,2408.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200
Lenovo,Thinkpad T470,Notebook,14.00,8,Windows 10,1.70,1364.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,180,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 3576,Notebook,15.60,8,Windows 10,2.20,675.00,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,1024,0,HDD,No,AMD,Radeon 520
Toshiba,Portege X30-D-10J,Notebook,13.30,8,Windows 10,1.05,1672.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 7570,Notebook,15.60,8,Windows 10,2.16,1262.00,Full HD,1920,1080,No,Yes,No,Intel,1.80,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 940MX
Dell,Vostro 3568,Notebook,15.60,4,Windows 10,2.18,586.60,Standard,1366,768,No,No,No,Intel,2.40,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620
HP,ProBook 430,Notebook,13.30,4,Windows 10,1.49,726.00,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,128,0,SSD,No,Intel,UHD Graphics 620
Chuwi,"Lapbook 15,6",Notebook,15.60,4,Windows 10,1.89,248.90,Full HD,1920,1080,No,No,No,Intel,1.44,Atom x5-Z8350,64,0,Flash Storage,No,Intel,HD Graphics
Lenovo,ThinkPad E570,Notebook,15.60,4,Windows 10,2.30,565.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
Lenovo,ThinkPad E480,Notebook,14.00,8,Windows 10,1.75,1049.00,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Dell,Precision 3520,Workstation,15.60,16,Windows 10,2.17,2338.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro M620
Dell,XPS 15,Notebook,15.60,16,Windows 10,2.06,1899.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,Thinkpad X270,Ultrabook,12.50,16,Windows 10,1.36,1798.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Asus,Zenbook UX390UA,Ultrabook,12.50,16,Windows 10,0.91,1950.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,Thinkpad E570,Notebook,15.60,8,Windows 10,2.30,1011.99,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX
Toshiba,Portege X30-D-10L,Ultrabook,13.30,32,Windows 10,1.05,2799.00,Full HD,1920,1080,Yes,No,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Asus,VivoBook Pro,Gaming,15.60,8,Windows 10,1.99,1350.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Acer,Aspire 5,Notebook,15.60,8,Windows 10,2.20,579.00,Standard,1366,768,No,No,No,AMD,2.50,A10-Series 9620P,1024,0,HDD,No,AMD,Radeon RX 540
Asus,Rog G752VL-UH71T,Gaming,17.30,24,Windows 10,4.33,1269.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.60,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 965M
Lenovo,Thinkpad X260,Ultrabook,12.50,8,Windows 10,1.30,1099.00,Standard,1366,768,No,Yes,No,Intel,2.30,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520
Lenovo,Ideapad 520-15IKBR,Notebook,15.60,8,Windows 10,2.17,898.90,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620
HP,EliteBook 840,Notebook,14.00,8,Windows 10,1.48,1749.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7600U,1024,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad 13,Notebook,13.30,8,Windows 10,1.40,949.00,Full HD,1920,1080,No,Yes,No,Intel,2.40,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad L570,Notebook,15.60,8,Windows 10,2.30,911.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Asus,VivoBook E201NA,Netbook,11.60,4,Windows 10 S,1.20,340.00,Standard,1366,768,No,No,No,Intel,1.10,Celeron Dual Core N3350,64,0,Flash Storage,No,Intel,HD Graphics 500
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.60,8,Windows 10,1.91,618.99,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,AMD,Radeon 520
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.90,8,Windows 10,1.40,1599.00,Full HD,1920,1080,Yes,Yes,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Lenovo,IdeaPad 320-14IAP,Notebook,14.00,4,Windows 10,2.10,299.00,Standard,1366,768,No,No,No,Intel,1.10,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500
Lenovo,Chromebook N23,Netbook,11.60,4,Chrome OS,1.25,265.00,Standard,1366,768,No,No,No,Intel,1.60,Celeron Dual Core N3060,16,0,SSD,No,Intel,HD Graphics 400
Lenovo,ThinkPad 13,Notebook,13.30,8,Windows 10,1.44,949.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Asus,ZenBook UX510UX-CN211T,Notebook,15.60,8,Windows 10,2.00,1224.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,256,1024,SSD,HDD,Intel,HD Graphics 620
Acer,Aspire A515-51G-59QF,Notebook,15.60,4,Windows 10,2.20,613.00,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce MX150
HP,Envy 13-AB002nv,Ultrabook,13.30,8,Windows 10,1.34,1323.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,Legion Y520-15IKBN,Gaming,15.60,8,No OS,2.40,1149.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,XPS 13,Ultrabook,13.30,8,Windows 10,1.29,899.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.50,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire A515-51G,Notebook,15.60,4,Windows 10,2.20,639.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,500,0,HDD,No,Nvidia,GeForce 940MX
Dell,Vostro 5568,Notebook,15.60,8,Windows 10,2.18,836.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Dell,Inspiron 5570,Notebook,15.60,16,Windows 10,2.20,1219.24,Full HD,1920,1080,No,No,No,Intel,1.80,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530
Xiaomi,Mi Notebook,Notebook,15.60,16,No OS,1.95,1399.95,Full HD,1920,1080,No,Yes,No,Intel,1.80,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce MX150
Asus,VivoBook E12,Netbook,11.60,2,Windows 10,1.10,245.00,Standard,1366,768,No,No,No,Intel,1.10,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.60,4,Windows 10,2.04,521.47,Standard,1366,768,Yes,No,No,Intel,1.60,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620
Asus,ROG Zephyrus,Gaming,15.60,24,Windows 10,2.24,2968.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX1080
HP,Probook 450,Notebook,15.60,8,Windows 10,2.04,889.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.30,16,Windows 10,3.00,1504.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX1050 Ti
Lenovo,Legion Y720-15IKB,Gaming,15.60,8,Windows 10,3.20,1399.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
HP,Spectre X360,Ultrabook,13.30,8,Windows 10,1.32,1399.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Latitude 5480,Notebook,14.00,8,Windows 10,1.64,1279.73,Full HD,1920,1080,No,No,No,Intel,2.60,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 440,Notebook,15.60,4,Windows 10,1.63,689.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
Dell,Inspiron 5770,Notebook,17.30,8,Linux,2.80,889.00,Full HD,1920,1080,No,Yes,No,Intel,1.60,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530
Lenovo,ThinkPad L470,Notebook,14.00,8,Windows 7,2.02,1340.00,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 320-15IKB,Notebook,15.60,4,Windows 10,2.20,799.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 920MX
Lenovo,IdeaPad 320-15ISK,Notebook,15.60,8,No OS,2.20,459.00,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,2048,0,HDD,No,Nvidia,GeForce 920MX 
Dell,Inspiron 3567,Notebook,15.60,4,Windows 10,2.30,585.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,AMD,Radeon R5 M430
Dell,Latitude 5580,Notebook,15.60,8,Windows 10,1.90,1377.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i5 7440HQ,256,0,SSD,No,Intel,HD Graphics 620
Dell,Alienware 17,Gaming,17.30,16,Windows 10,4.42,3012.77,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Toshiba,Satellite Pro,Notebook,15.60,8,Windows 10,2.00,860.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Asus,Zenbook UX510UW-FI095T,Notebook,15.60,8,Windows 10,2.00,1299.00,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.70,Core i7 7500U,256,1024,SSD,HDD,Nvidia,GeForce GTX 960M
Mediacom,SmartBook Edge,Notebook,13.30,4,Windows 10,1.20,369.00,Full HD,1920,1080,No,Yes,No,Intel,1.10,Celeron Quad Core N3450,32,0,SSD,No,Intel,HD Graphics 500
Asus,ROG Strix,Gaming,15.60,8,Windows 10,2.30,1649.00,Full HD,1920,1080,No,Yes,No,Intel,2.50,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Latitude 5580,Notebook,15.60,8,Windows 10,1.93,1369.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7600U,256,0,SSD,No,Nvidia,GeForce 930MX
Dell,Inspiron 5570,Notebook,15.60,8,Windows 10,2.20,797.41,Full HD,1920,1080,No,No,No,Intel,1.60,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530
HP,250 G6,Notebook,15.60,4,Windows 10,1.86,398.99,Full HD,1920,1080,No,No,No,Intel,1.60,Pentium Quad Core N3710,256,0,SSD,No,Intel,HD Graphics 405
HP,Omen 15-ce006nv,Gaming,17.30,12,Windows 10,2.62,1799.00,Full HD,1920,1080,No,No,No,Intel,2.80,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060
Lenovo,Thinkpad E470,Notebook,14.00,8,Windows 10,1.87,859.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX
Dell,XPS 13,Ultrabook,13.30,8,Windows 10,1.20,1399.00,Quad HD+,3200,1800,Yes,No,No,Intel,1.80,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620
Dell,Vostro 5468,Notebook,14.00,4,Windows 10,1.60,735.87,Full HD,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
HP,Envy 13-AB020nr,Ultrabook,13.30,8,Windows 10,1.34,1145.00,Quad HD+,3200,1800,No,Yes,No,Intel,2.70,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire 7,Gaming,15.60,8,Linux,2.40,798.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050
Asus,VivoBook X540YA-XX519T,Notebook,15.60,4,Windows 10,2.00,349.00,Standard,1366,768,No,No,No,AMD,1.80,E-Series 7110,500,0,HDD,No,AMD,Radeon R2 Graphics
HP,ProBook 450,Notebook,15.60,4,Windows 10,2.10,705.50,Full HD,1920,1080,No,No,No,Intel,2.40,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad E470,Notebook,14.00,4,Windows 10,1.87,785.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.60,4,No OS,2.15,462.35,Full HD,1920,1080,No,No,No,Intel,2.30,Core i5 6200U,1024,0,HDD,No,Intel,HD Graphics 520
HP,250 G6,Notebook,15.60,4,Windows 10,1.86,397.00,Full HD,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Lenovo,ThinkPad T570,Notebook,15.60,8,Windows 10,1.99,1729.00,Full HD,1920,1080,No,Yes,No,Intel,2.70,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 320-15ISK,Notebook,15.60,4,Windows 10,2.20,499.00,Full HD,1920,1080,No,No,No,Intel,2.00,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
Dell,Latitude 5580,Notebook,15.60,8,Windows 10,1.90,1116.99,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Alienware 17,Gaming,17.30,16,Windows 10,4.42,2699.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.30,8,Windows 10,2.65,544.15,Standard,1600,900,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520
HP,ProBook 470,Notebook,17.30,8,Windows 10,2.63,1280.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 930MX
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.60,4,Linux,2.00,224.00,Standard,1366,768,No,No,No,Intel,1.10,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500
Mediacom,SmartBook 130,Notebook,13.30,4,Windows 10,1.35,255.00,Full HD,1920,1080,No,Yes,No,Intel,1.44,Atom x5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics
Lenovo,IdeaPad 320-17IKB,Notebook,17.30,6,Windows 10,2.80,949.00,Standard,1600,900,No,No,No,Intel,2.70,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce 940MX
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.60,6,Windows 10,1.91,568.90,Full HD,1920,1080,No,Yes,No,AMD,2.50,A10-Series A10-9620P,128,0,SSD,No,AMD,Radeon 530
Dell,Vostro 3568,Notebook,15.60,4,Windows 10,2.18,617.90,Standard,1366,768,No,No,No,Intel,2.00,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420
Acer,Spin SP111-31,2 in 1 Convertible,11.60,4,Windows 10,1.25,349.00,Full HD,1920,1080,Yes,Yes,No,Intel,2.00,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.60,4,Windows 10,2.05,630.00,Full HD,1920,1080,No,No,No,Intel,2.70,Core i3 7130U,128,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 1030,Ultrabook,13.30,16,Windows 10,1.16,1965.00,Quad HD+,3200,1800,Yes,Yes,No,Intel,1.20,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515
Lenovo,Thinkpad P71,Notebook,17.30,8,Windows 10,3.40,2999.00,Full HD,1920,1080,No,Yes,No,Intel,2.80,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M620M
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.60,8,Windows 10,2.50,839.00,Full HD,1920,1080,No,No,No,Intel,2.50,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Dell,XPS 13,Ultrabook,13.30,8,Windows 10,1.21,1599.00,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.60,Core i5 8250U,128,0,SSD,No,Intel,UHD Graphics 620
Dell,Latitude 5580,Notebook,15.60,4,Windows 10,1.93,959.00,Standard,1366,768,No,No,No,Intel,2.60,Core i5 7300U,500,0,HDD,No,Intel,HD Graphics 620
Fujitsu,Lifebook A557,Notebook,15.60,8,Windows 10,2.20,739.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 320-15IAP,Notebook,15.60,4,Windows 10,2.20,344.00,Full HD,1920,1080,No,No,No,Intel,1.10,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 505
Lenovo,ThinkPad L470,Notebook,14.00,4,Windows 10,2.02,990.00,Standard,1366,768,No,No,No,Intel,2.50,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
HP,ZBook 17,Workstation,17.30,8,Windows 10,3.14,1860.99,Standard,1600,900,No,No,No,Intel,2.80,Core i5 7440HQ,500,0,HDD,No,Nvidia,Quadro M1200
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.00,8,Windows 10,1.94,389.00,Standard,1366,768,No,No,No,Intel,1.60,Pentium Quad Core N3710,2048,0,HDD,No,Intel,HD Graphics 405
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.60,6,Windows 10,1.95,649.00,Full HD,1920,1080,No,Yes,No,AMD,3.00,A9-Series A9-9420,256,0,SSD,No,AMD,Radeon 530
